Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  1.49      0.44     0.01   313975     0.00     0.00  bool __gnu_cxx::operator!=<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >(__gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > > const&, __gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > > const&)
  1.49      0.45     0.01   289806     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_M_get_Tp_allocator() const
  1.49      0.46     0.01   203663     0.00     0.00  entityx::Entity::valid() const
  1.49      0.47     0.01   193248     0.00     0.00  entityx::EntityManager::ViewIterator<entityx::EntityManager::BaseView<false>::Iterator, false>::predicate()
  1.49      0.48     0.01   193248     0.00     0.00  std::bitset<64ul>::operator==(std::bitset<64ul> const&) const
  1.49      0.49     0.01   141016     0.00     0.00  entityx::Entity::Entity(entityx::EntityManager*, entityx::Entity::Id)
  1.49      0.50     0.01    70455     0.00     0.00  entityx::EntityManager::ViewIterator<entityx::EntityManager::BaseView<false>::Iterator, false>::operator++()
  1.49      0.51     0.01    70455     0.00     0.00  entityx::EntityManager::get(entityx::Entity::Id)
  1.49      0.52     0.01    40564     0.00     0.00  entityx::Entity::operator==(entityx::Entity const&) const
  1.49      0.53     0.01    36375     0.00     0.00  std::bitset<64ul>::_M_check(unsigned long, char const*) const
  1.49      0.54     0.01    28186     0.00     0.00  entityx::ComponentHandle<TextureComponent, entityx::EntityManager>::valid() const
  1.49      0.55     0.01    24156     0.00     0.01  stella::graphics::Layer::Render()
  1.49      0.56     0.01    18121     0.00     0.00  void std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >::_M_realloc_insert<CollisionSystem::Candidate const&>(__gnu_cxx::__normal_iterator<CollisionSystem::Candidate*, std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > >, CollisionSystem::Candidate const&)
  1.49      0.57     0.01    12078     0.00     0.00  std::_Vector_base<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >::~_Vector_base()
  1.49      0.58     0.01     8463     0.00     0.00  CollisionSystem::collided(CollisionSystem::Candidate&, CollisionSystem::Candidate&)
  1.49      0.59     0.01     2013     0.00     0.00  stella::graphics::Display::Clear()
  1.49      0.60     0.01       12     0.83     0.83  void entityx::EntityManager::remove<SpatialComponent>(entityx::Entity::Id)
  1.49      0.61     0.01        6     1.67     1.67  void entityx::Entity::remove<ParallaxComponent>()
  1.49      0.62     0.01                             ParallaxSystem::update(entityx::EntityManager&, entityx::EventManager&, double)
  1.49      0.63     0.01                             TileviewSystem::update(entityx::EntityManager&, entityx::EventManager&, double)
  1.49      0.64     0.01                             entityx::ComponentHandle<TileviewComponent, entityx::EntityManager>::ComponentHandle()
  1.49      0.65     0.01                             stbi__create_png_image_raw
  1.49      0.66     0.01                             stbi__zreceive
  0.75      0.67     0.01    18166     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.75      0.67     0.01        3     1.67     1.67  std::shared_ptr<ParallaxSystem>::~shared_ptr()
  0.00      0.67     0.00  3847320     0.00     0.00  entityx::Entity::Id::index() const
  0.00      0.67     0.00  1627178     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) const
  0.00      0.67     0.00  1485764     0.00     0.00  entityx::Entity::Id::version() const
  0.00      0.67     0.00   876210     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::size() const
  0.00      0.67     0.00   869419     0.00     0.00  glm::vec<3, float, (glm::precision)0>::vec(float, float, float)
  0.00      0.67     0.00   800023     0.00     0.00  std::_Base_bitset<1ul>::_S_whichbit(unsigned long)
  0.00      0.67     0.00   658486     0.00     0.00  std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::size() const
  0.00      0.67     0.00   627970     0.00     0.00  __gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >::base() const
  0.00      0.67     0.00   596501     0.00     0.00  std::_Base_bitset<1ul>::_S_maskbit(unsigned long)
  0.00      0.67     0.00   579624     0.00     0.00  __gnu_cxx::new_allocator<glm::vec<4, float, (glm::precision)0> >::~new_allocator()
  0.00      0.67     0.00   579624     0.00     0.00  std::allocator<glm::vec<4, float, (glm::precision)0> >::~allocator()
  0.00      0.67     0.00   579624     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_M_get_Tp_allocator()
  0.00      0.67     0.00   579612     0.00     0.00  __gnu_cxx::new_allocator<glm::vec<4, float, (glm::precision)0> >::new_allocator(__gnu_cxx::new_allocator<glm::vec<4, float, (glm::precision)0> > const&)
  0.00      0.67     0.00   579612     0.00     0.00  __gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >::__normal_iterator(glm::vec<4, float, (glm::precision)0> const* const&)
  0.00      0.67     0.00   579612     0.00     0.00  __gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >::base() const
  0.00      0.67     0.00   579612     0.00     0.00  std::allocator<glm::vec<4, float, (glm::precision)0> >::allocator(std::allocator<glm::vec<4, float, (glm::precision)0> > const&)
  0.00      0.67     0.00   539665     0.00     0.00  std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::operator[](unsigned long)
  0.00      0.67     0.00   539649     0.00     0.00  std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::size() const
  0.00      0.67     0.00   495294     0.00     0.00  unsigned long entityx::EntityManager::component_family<SpatialComponent>()
  0.00      0.67     0.00   495294     0.00     0.00  entityx::Component<SpatialComponent>::family()
  0.00      0.67     0.00   396911     0.00     0.00  std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::operator[](unsigned long)
  0.00      0.67     0.00   344285     0.00     0.00  std::_Base_bitset<1ul>::_M_getword(unsigned long) const
  0.00      0.67     0.00   338121     0.00     0.00  stella::graphics::Texture::GetHeight() const
  0.00      0.67     0.00   336089     0.00     0.00  std::bitset<64ul>::_Unchecked_test(unsigned long) const
  0.00      0.67     0.00   336087     0.00     0.00  std::vector<char*, std::allocator<char*> >::operator[](unsigned long)
  0.00      0.67     0.00   336042     0.00     0.00  std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::operator[](unsigned long) const
  0.00      0.67     0.00   336042     0.00     0.00  std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::operator[](unsigned long) const
  0.00      0.67     0.00   289818     0.00     0.00  stella::graphics::SpriteSheet::~SpriteSheet()
  0.00      0.67     0.00   289818     0.00     0.00  __gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >::operator++()
  0.00      0.67     0.00   289818     0.00     0.00  __gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >::operator*() const
  0.00      0.67     0.00   289818     0.00     0.00  void std::_Destroy_aux<true>::__destroy<glm::vec<4, float, (glm::precision)0>*>(glm::vec<4, float, (glm::precision)0>*, glm::vec<4, float, (glm::precision)0>*)
  0.00      0.67     0.00   289818     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_Vector_impl::~_Vector_impl()
  0.00      0.67     0.00   289818     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_M_deallocate(glm::vec<4, float, (glm::precision)0>*, unsigned long)
  0.00      0.67     0.00   289818     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::~_Vector_base()
  0.00      0.67     0.00   289818     0.00     0.00  std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::~vector()
  0.00      0.67     0.00   289818     0.00     0.00  void std::_Destroy<glm::vec<4, float, (glm::precision)0>*>(glm::vec<4, float, (glm::precision)0>*, glm::vec<4, float, (glm::precision)0>*)
  0.00      0.67     0.00   289818     0.00     0.00  void std::_Destroy<glm::vec<4, float, (glm::precision)0>*, glm::vec<4, float, (glm::precision)0> >(glm::vec<4, float, (glm::precision)0>*, glm::vec<4, float, (glm::precision)0>*, std::allocator<glm::vec<4, float, (glm::precision)0> >&)
  0.00      0.67     0.00   289806     0.00     0.00  glm::vec<3, float, (glm::precision)0>::vec<float, float, (glm::precision)0>(glm::vec<2, float, (glm::precision)0> const&, float)
  0.00      0.67     0.00   289806     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<glm::vec<4, float, (glm::precision)0> > >::_S_select_on_copy(std::allocator<glm::vec<4, float, (glm::precision)0> > const&)
  0.00      0.67     0.00   289806     0.00     0.00  bool __gnu_cxx::operator!=<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >(__gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > > const&, __gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > > const&)
  0.00      0.67     0.00   289806     0.00     0.00  stella::graphics::Renderable::GetTexture() const
  0.00      0.67     0.00   289806     0.00     0.00  stella::graphics::Renderable::GetDimensions() const
  0.00      0.67     0.00   289806     0.00     0.00  stella::graphics::SpriteSheet::GetWidth() const
  0.00      0.67     0.00   289806     0.00     0.00  stella::graphics::SpriteSheet::GetHeight() const
  0.00      0.67     0.00   289806     0.00     0.00  stella::graphics::Sprite::GetSpriteSheet() const
  0.00      0.67     0.00   289806     0.00     0.00  std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::end() const
  0.00      0.67     0.00   289806     0.00     0.00  std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::size() const
  0.00      0.67     0.00   289806     0.00     0.00  std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::begin() const
  0.00      0.67     0.00   289806     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_M_allocate(unsigned long)
  0.00      0.67     0.00   289806     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_Vector_impl::_Vector_impl(std::allocator<glm::vec<4, float, (glm::precision)0> > const&)
  0.00      0.67     0.00   289806     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_M_create_storage(unsigned long)
  0.00      0.67     0.00   289806     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_Vector_base(unsigned long, std::allocator<glm::vec<4, float, (glm::precision)0> > const&)
  0.00      0.67     0.00   289806     0.00     0.00  std::allocator_traits<std::allocator<glm::vec<4, float, (glm::precision)0> > >::select_on_container_copy_construction(std::allocator<glm::vec<4, float, (glm::precision)0> > const&)
  0.00      0.67     0.00   289806     0.00     0.00  glm::vec<4, float, (glm::precision)0>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, glm::vec<4, float, (glm::precision)0>*>(__gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, __gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, glm::vec<4, float, (glm::precision)0>*)
  0.00      0.67     0.00   289806     0.00     0.00  std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::vector(std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > const&)
  0.00      0.67     0.00   289806     0.00     0.00  glm::vec<4, float, (glm::precision)0>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, glm::vec<4, float, (glm::precision)0>*>(__gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, __gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, glm::vec<4, float, (glm::precision)0>*)
  0.00      0.67     0.00   289806     0.00     0.00  glm::vec<4, float, (glm::precision)0>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, glm::vec<4, float, (glm::precision)0>*, glm::vec<4, float, (glm::precision)0> >(__gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, __gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, glm::vec<4, float, (glm::precision)0>*, std::allocator<glm::vec<4, float, (glm::precision)0> >&)
  0.00      0.67     0.00   255720     0.00     0.00  __gnu_cxx::__normal_iterator<CollisionSystem::Candidate*, std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > >::base() const
  0.00      0.67     0.00   203522     0.00     0.00  std::bitset<64ul>::reference::operator bool() const
  0.00      0.67     0.00   203522     0.00     0.00  std::bitset<64ul>::reference::reference(std::bitset<64ul>&, unsigned long)
  0.00      0.67     0.00   203522     0.00     0.00  std::bitset<64ul>::reference::~reference()
  0.00      0.67     0.00   203522     0.00     0.00  std::bitset<64ul>::operator[](unsigned long)
  0.00      0.67     0.00   193248     0.00     0.00  std::_Base_bitset<1ul>::_M_is_equal(std::_Base_bitset<1ul> const&) const
  0.00      0.67     0.00   193248     0.00     0.00  std::_Base_bitset<1ul>::_M_do_and(std::_Base_bitset<1ul> const&)
  0.00      0.67     0.00   193248     0.00     0.00  std::bitset<64ul>::operator&=(std::bitset<64ul> const&)
  0.00      0.67     0.00   193248     0.00     0.00  std::bitset<64ul> std::operator&<64ul>(std::bitset<64ul> const&, std::bitset<64ul> const&)
  0.00      0.67     0.00   193208     0.00     0.00  stella::graphics::Texture::Bind()
  0.00      0.67     0.00   192729     0.00     0.00  bool entityx::EntityManager::has_component<SpatialComponent>(entityx::Entity::Id) const
  0.00      0.67     0.00   192717     0.00     0.00  SpatialComponent* entityx::EntityManager::get_component_ptr<SpatialComponent>(entityx::Entity::Id)
  0.00      0.67     0.00   192717     0.00     0.00  entityx::ComponentHandle<SpatialComponent, entityx::EntityManager>::valid() const
  0.00      0.67     0.00   180977     0.00     0.00  unsigned long entityx::EntityManager::component_family<BodyComponent>()
  0.00      0.67     0.00   180977     0.00     0.00  entityx::Component<BodyComponent>::family()
  0.00      0.67     0.00   141004     0.00     0.00  entityx::Entity&& std::forward<entityx::Entity>(std::remove_reference<entityx::Entity>::type&)
  0.00      0.67     0.00   140922     0.00     0.00  entityx::Entity::Id::Id(unsigned int, unsigned int)
  0.00      0.67     0.00   140910     0.00     0.00  entityx::EntityManager::create_id(unsigned int) const
  0.00      0.67     0.00   139938     0.00     0.00  __gnu_cxx::__normal_iterator<CollisionSystem::Candidate*, std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > >::__normal_iterator(CollisionSystem::Candidate* const&)
  0.00      0.67     0.00   132858     0.00     0.00  SpatialComponent& std::forward<SpatialComponent&>(std::remove_reference<SpatialComponent&>::type&)
  0.00      0.67     0.00   126288     0.00     0.00  entityx::ComponentHandle<SpatialComponent, entityx::EntityManager>::operator->()
  0.00      0.67     0.00   110420     0.00     0.00  __gnu_cxx::__normal_iterator<CollisionSystem::Candidate*, std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > >::operator*() const
  0.00      0.67     0.00   109739     0.00     0.00  std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >::end()
  0.00      0.67     0.00   106218     0.00     0.00  std::move_iterator<CollisionSystem::Candidate*>::base() const
  0.00      0.67     0.00   103696     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >*, std::vector<std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >, std::allocator<std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > > > >::operator*() const
  0.00      0.67     0.00   102663     0.00     0.00  entityx::EntityManager::ViewIterator<entityx::EntityManager::BaseView<false>::Iterator, false>::next()
  0.00      0.67     0.00    95745     0.00     0.00  entityx::ComponentHandle<SpatialComponent, entityx::EntityManager>::ComponentHandle(entityx::EntityManager*, entityx::Entity::Id)
  0.00      0.67     0.00    95721     0.00     0.00  entityx::ComponentHandle<SpatialComponent, entityx::EntityManager> entityx::EntityManager::component<SpatialComponent, void>(entityx::Entity::Id)
  0.00      0.67     0.00    95721     0.00     0.00  entityx::ComponentHandle<SpatialComponent, entityx::EntityManager> entityx::Entity::component<SpatialComponent, void>()
  0.00      0.67     0.00    91618     0.00     0.00  bool __gnu_cxx::operator!=<CollisionSystem::Candidate*, std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > >(__gnu_cxx::__normal_iterator<CollisionSystem::Candidate*, std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > > const&, __gnu_cxx::__normal_iterator<CollisionSystem::Candidate*, std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > > const&)
  0.00      0.67     0.00    88628     0.00     0.00  unsigned long entityx::EntityManager::component_family<TextureComponent>()
  0.00      0.67     0.00    88628     0.00     0.00  entityx::Component<TextureComponent>::family()
  0.00      0.67     0.00    86578     0.00     0.00  std::_Function_base::_M_empty() const
  0.00      0.67     0.00    86559     0.00     0.00  entityx::EntityManager::ViewIterator<entityx::EntityManager::BaseView<false>::Iterator, false>::operator!=(entityx::EntityManager::BaseView<false>::Iterator const&) const
  0.00      0.67     0.00    86559     0.00     0.00  std::_Any_data::_M_access() const
  0.00      0.67     0.00    80861     0.00     0.00  operator new(unsigned long, void*)
  0.00      0.67     0.00    72484     0.00     0.00  std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >::size() const
  0.00      0.67     0.00    72484     0.00     0.00  std::move_iterator<CollisionSystem::Candidate*>::move_iterator(CollisionSystem::Candidate*)
  0.00      0.67     0.00    72484     0.00     0.00  std::move_iterator<CollisionSystem::Candidate*> std::__make_move_if_noexcept_iterator<CollisionSystem::Candidate, std::move_iterator<CollisionSystem::Candidate*> >(CollisionSystem::Candidate*)
  0.00      0.67     0.00    70808     0.00     0.00  bool entityx::EntityManager::has_component<BodyComponent>(entityx::Entity::Id) const
  0.00      0.67     0.00    70806     0.00     0.00  BodyComponent* entityx::EntityManager::get_component_ptr<BodyComponent>(entityx::Entity::Id)
  0.00      0.67     0.00    70806     0.00     0.00  entityx::ComponentHandle<BodyComponent, entityx::EntityManager>::valid() const
  0.00      0.67     0.00    70455     0.00     0.00  entityx::EntityManager::ViewIterator<entityx::EntityManager::BaseView<false>::Iterator, false>::operator*()
  0.00      0.67     0.00    70455     0.00     0.00  entityx::EntityManager::BaseView<false>::Iterator::next_entity(entityx::Entity&)
  0.00      0.67     0.00    66441     0.00     0.00  std::_Vector_base<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >::_M_get_Tp_allocator()
  0.00      0.67     0.00    66429     0.00     0.00  entityx::ComponentHandle<SpatialComponent, entityx::EntityManager>::get()
  0.00      0.67     0.00    64767     0.00     0.00  entityx::ComponentHandle<BodyComponent, entityx::EntityManager>::operator->()
  0.00      0.67     0.00    64416     0.00     0.00  std::_Any_data::_M_access()
  0.00      0.67     0.00    60052     0.00     0.00  __gnu_cxx::__normal_iterator<CollisionSystem::Candidate*, std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > >::operator++()
  0.00      0.67     0.00    57097     0.00     0.00  CollisionSystem::Candidate const& std::forward<CollisionSystem::Candidate const&>(std::remove_reference<CollisionSystem::Candidate const&>::type&)
  0.00      0.67     0.00    56364     0.00     0.00  TextureComponent& std::forward<TextureComponent&>(std::remove_reference<TextureComponent&>::type&)
  0.00      0.67     0.00    54363     0.00     0.00  __gnu_cxx::new_allocator<CollisionSystem::Candidate>::max_size() const
  0.00      0.67     0.00    53109     0.00     0.00  bool std::operator==<CollisionSystem::Candidate*>(std::move_iterator<CollisionSystem::Candidate*> const&, std::move_iterator<CollisionSystem::Candidate*> const&)
  0.00      0.67     0.00    53109     0.00     0.00  bool std::operator!=<CollisionSystem::Candidate*>(std::move_iterator<CollisionSystem::Candidate*> const&, std::move_iterator<CollisionSystem::Candidate*> const&)
  0.00      0.67     0.00    50357     0.00     0.00  unsigned long entityx::EntityManager::component_family<TileviewComponent>()
  0.00      0.67     0.00    50357     0.00     0.00  entityx::Component<TileviewComponent>::family()
  0.00      0.67     0.00    48324     0.00     0.00  __gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >::__normal_iterator(stella::graphics::Sprite** const&)
  0.00      0.67     0.00    48312     0.00     0.00  entityx::EntityManager::capacity() const
  0.00      0.67     0.00    40564     0.00     0.00  entityx::Entity::Id::operator==(entityx::Entity::Id const&) const
  0.00      0.67     0.00    40564     0.00     0.00  entityx::Entity::operator!=(entityx::Entity const&) const
  0.00      0.67     0.00    38271     0.00     0.00  unsigned long entityx::EntityManager::component_family<ParallaxComponent>()
  0.00      0.67     0.00    38271     0.00     0.00  entityx::Component<ParallaxComponent>::family()
  0.00      0.67     0.00    36281     0.00     0.00  std::bitset<64ul>::_Unchecked_set(unsigned long, int)
  0.00      0.67     0.00    36281     0.00     0.00  std::bitset<64ul>::set(unsigned long, bool)
  0.00      0.67     0.00    36242     0.00     0.00  std::_Vector_base<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >::_M_get_Tp_allocator() const
  0.00      0.67     0.00    36242     0.00     0.00  std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >::max_size() const
  0.00      0.67     0.00    36242     0.00     0.00  std::allocator_traits<std::allocator<CollisionSystem::Candidate> >::max_size(std::allocator<CollisionSystem::Candidate> const&)
  0.00      0.67     0.00    36242     0.00     0.00  CollisionSystem::Candidate* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<CollisionSystem::Candidate*>, CollisionSystem::Candidate*>(std::move_iterator<CollisionSystem::Candidate*>, std::move_iterator<CollisionSystem::Candidate*>, CollisionSystem::Candidate*)
  0.00      0.67     0.00    36242     0.00     0.00  CollisionSystem::Candidate* std::uninitialized_copy<std::move_iterator<CollisionSystem::Candidate*>, CollisionSystem::Candidate*>(std::move_iterator<CollisionSystem::Candidate*>, std::move_iterator<CollisionSystem::Candidate*>, CollisionSystem::Candidate*)
  0.00      0.67     0.00    36242     0.00     0.00  CollisionSystem::Candidate* std::__uninitialized_copy_a<std::move_iterator<CollisionSystem::Candidate*>, CollisionSystem::Candidate*, CollisionSystem::Candidate>(std::move_iterator<CollisionSystem::Candidate*>, std::move_iterator<CollisionSystem::Candidate*>, CollisionSystem::Candidate*, std::allocator<CollisionSystem::Candidate>&)
  0.00      0.67     0.00    36242     0.00     0.00  CollisionSystem::Candidate* std::__uninitialized_move_if_noexcept_a<CollisionSystem::Candidate*, CollisionSystem::Candidate*, std::allocator<CollisionSystem::Candidate> >(CollisionSystem::Candidate*, CollisionSystem::Candidate*, CollisionSystem::Candidate*, std::allocator<CollisionSystem::Candidate>&)
  0.00      0.67     0.00    35335     0.00     0.00  entityx::ComponentHandle<BodyComponent, entityx::EntityManager>::ComponentHandle(entityx::EntityManager*, entityx::Entity::Id)
  0.00      0.67     0.00    35331     0.00     0.00  entityx::ComponentHandle<BodyComponent, entityx::EntityManager> entityx::EntityManager::component<BodyComponent, void>(entityx::Entity::Id)
