Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.38     0.00   181063     0.00     0.00  bool __gnu_cxx::operator!=<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >(__gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > > const&, __gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > > const&)
  0.00      0.38     0.00   179221     0.00     0.00  std::_Base_bitset<1ul>::_M_getword(unsigned long) const
  0.00      0.38     0.00   175479     0.00     0.00  std::bitset<64ul>::_Unchecked_test(unsigned long) const
  0.00      0.38     0.00   175477     0.00     0.00  std::vector<char*, std::allocator<char*> >::operator[](unsigned long)
  0.00      0.38     0.00   175432     0.00     0.00  std::bitset<64ul>::operator[](unsigned long) const
  0.00      0.38     0.00   175432     0.00     0.00  std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::operator[](unsigned long) const
  0.00      0.38     0.00   175432     0.00     0.00  std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::operator[](unsigned long) const
  0.00      0.38     0.00   167130     0.00     0.00  stella::graphics::SpriteSheet::~SpriteSheet()
  0.00      0.38     0.00   167130     0.00     0.00  __gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >::operator++()
  0.00      0.38     0.00   167130     0.00     0.00  stella::graphics::Texture::GetHeight() const
  0.00      0.38     0.00   167130     0.00     0.00  __gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >::operator*() const
  0.00      0.38     0.00   167130     0.00     0.00  void std::_Destroy_aux<true>::__destroy<glm::vec<4, float, (glm::precision)0>*>(glm::vec<4, float, (glm::precision)0>*, glm::vec<4, float, (glm::precision)0>*)
  0.00      0.38     0.00   167130     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_Vector_impl::~_Vector_impl()
  0.00      0.38     0.00   167130     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_M_deallocate(glm::vec<4, float, (glm::precision)0>*, unsigned long)
  0.00      0.38     0.00   167130     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::~_Vector_base()
  0.00      0.38     0.00   167130     0.00     0.00  std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::~vector()
  0.00      0.38     0.00   167130     0.00     0.00  void std::_Destroy<glm::vec<4, float, (glm::precision)0>*>(glm::vec<4, float, (glm::precision)0>*, glm::vec<4, float, (glm::precision)0>*)
  0.00      0.38     0.00   167130     0.00     0.00  void std::_Destroy<glm::vec<4, float, (glm::precision)0>*, glm::vec<4, float, (glm::precision)0> >(glm::vec<4, float, (glm::precision)0>*, glm::vec<4, float, (glm::precision)0>*, std::allocator<glm::vec<4, float, (glm::precision)0> >&)
  0.00      0.38     0.00   167118     0.00     0.00  glm::vec<3, float, (glm::precision)0>::vec<float, float, (glm::precision)0>(glm::vec<2, float, (glm::precision)0> const&, float)
  0.00      0.38     0.00   167118     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<glm::vec<4, float, (glm::precision)0> > >::_S_select_on_copy(std::allocator<glm::vec<4, float, (glm::precision)0> > const&)
  0.00      0.38     0.00   167118     0.00     0.00  bool __gnu_cxx::operator!=<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >(__gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > > const&, __gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > > const&)
  0.00      0.38     0.00   167118     0.00     0.00  stella::graphics::Renderable::GetDimensions() const
  0.00      0.38     0.00   167118     0.00     0.00  stella::graphics::SpriteSheet::GetWidth() const
  0.00      0.38     0.00   167118     0.00     0.00  stella::graphics::SpriteSheet::GetHeight() const
  0.00      0.38     0.00   167118     0.00     0.00  stella::graphics::Sprite::GetFrameCoords() const
  0.00      0.38     0.00   167118     0.00     0.00  stella::graphics::Sprite::GetSpriteSheet() const
  0.00      0.38     0.00   167118     0.00     0.00  stella::graphics::Sprite::GetColor() const
  0.00      0.38     0.00   167118     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_M_get_Tp_allocator() const
  0.00      0.38     0.00   167118     0.00     0.00  std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::end() const
  0.00      0.38     0.00   167118     0.00     0.00  std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::size() const
  0.00      0.38     0.00   167118     0.00     0.00  std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::begin() const
  0.00      0.38     0.00   167118     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_M_allocate(unsigned long)
  0.00      0.38     0.00   167118     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_Vector_impl::_Vector_impl(std::allocator<glm::vec<4, float, (glm::precision)0> > const&)
  0.00      0.38     0.00   167118     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_M_create_storage(unsigned long)
  0.00      0.38     0.00   167118     0.00     0.00  std::_Vector_base<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::_Vector_base(unsigned long, std::allocator<glm::vec<4, float, (glm::precision)0> > const&)
  0.00      0.38     0.00   167118     0.00     0.00  std::allocator_traits<std::allocator<glm::vec<4, float, (glm::precision)0> > >::select_on_container_copy_construction(std::allocator<glm::vec<4, float, (glm::precision)0> > const&)
  0.00      0.38     0.00   167118     0.00     0.00  glm::vec<4, float, (glm::precision)0>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, glm::vec<4, float, (glm::precision)0>*>(__gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, __gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, glm::vec<4, float, (glm::precision)0>*)
  0.00      0.38     0.00   167118     0.00     0.00  std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > >::vector(std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > const&)
  0.00      0.38     0.00   167118     0.00     0.00  glm::vec<4, float, (glm::precision)0>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, glm::vec<4, float, (glm::precision)0>*>(__gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, __gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, glm::vec<4, float, (glm::precision)0>*)
  0.00      0.38     0.00   167118     0.00     0.00  glm::vec<4, float, (glm::precision)0>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, glm::vec<4, float, (glm::precision)0>*, glm::vec<4, float, (glm::precision)0> >(__gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, __gnu_cxx::__normal_iterator<glm::vec<4, float, (glm::precision)0> const*, std::vector<glm::vec<4, float, (glm::precision)0>, std::allocator<glm::vec<4, float, (glm::precision)0> > > >, glm::vec<4, float, (glm::precision)0>*, std::allocator<glm::vec<4, float, (glm::precision)0> >&)
  0.00      0.38     0.00   145928     0.00     0.00  __gnu_cxx::__normal_iterator<CollisionSystem::Candidate*, std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > >::base() const
  0.00      0.38     0.00   137212     0.00     0.00  std::_Base_bitset<1ul>::_M_getword(unsigned long)
  0.00      0.38     0.00   111456     0.00     0.00  entityx::EntityManager::ViewIterator<entityx::EntityManager::BaseView<false>::Iterator, false>::predicate()
  0.00      0.38     0.00   111456     0.00     0.00  std::_Base_bitset<1ul>::_M_is_equal(std::_Base_bitset<1ul> const&) const
  0.00      0.38     0.00   111456     0.00     0.00  std::bitset<64ul>::operator==(std::bitset<64ul> const&) const
  0.00      0.38     0.00   111456     0.00     0.00  std::_Base_bitset<1ul>::_M_do_and(std::_Base_bitset<1ul> const&)
  0.00      0.38     0.00   111456     0.00     0.00  std::bitset<64ul>::operator&=(std::bitset<64ul> const&)
  0.00      0.38     0.00   111456     0.00     0.00  std::bitset<64ul> std::operator&<64ul>(std::bitset<64ul> const&, std::bitset<64ul> const&)
  0.00      0.38     0.00   111416     0.00     0.00  stella::graphics::Texture::Bind()
  0.00      0.38     0.00   111199     0.00     0.00  entityx::Entity::valid() const
  0.00      0.38     0.00   111058     0.00     0.00  std::bitset<64ul>::reference::operator bool() const
  0.00      0.38     0.00   111058     0.00     0.00  std::bitset<64ul>::reference::reference(std::bitset<64ul>&, unsigned long)
  0.00      0.38     0.00   111058     0.00     0.00  std::bitset<64ul>::reference::~reference()
  0.00      0.38     0.00   111058     0.00     0.00  std::bitset<64ul>::operator[](unsigned long)
  0.00      0.38     0.00   100069     0.00     0.00  bool entityx::EntityManager::has_component<SpatialComponent>(entityx::Entity::Id) const
  0.00      0.38     0.00   100057     0.00     0.00  SpatialComponent* entityx::EntityManager::get_component_ptr<SpatialComponent>(entityx::Entity::Id)
  0.00      0.38     0.00   100057     0.00     0.00  entityx::ComponentHandle<SpatialComponent, entityx::EntityManager>::valid() const
  0.00      0.38     0.00    86601     0.00     0.00  unsigned long entityx::EntityManager::component_family<BodyComponent>()
  0.00      0.38     0.00    86601     0.00     0.00  entityx::Component<BodyComponent>::family()
  0.00      0.38     0.00    81376     0.00     0.00  entityx::Entity::Entity(entityx::EntityManager*, entityx::Entity::Id)
  0.00      0.38     0.00    81364     0.00     0.00  entityx::Entity&& std::forward<entityx::Entity>(std::remove_reference<entityx::Entity>::type&)
  0.00      0.38     0.00    81282     0.00     0.00  entityx::Entity::Id::Id(unsigned int, unsigned int)
  0.00      0.38     0.00    81270     0.00     0.00  entityx::EntityManager::create_id(unsigned int) const
  0.00      0.38     0.00    76626     0.00     0.00  SpatialComponent& std::forward<SpatialComponent&>(std::remove_reference<SpatialComponent&>::type&)
  0.00      0.38     0.00    62370     0.00     0.00  std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >::end()
  0.00      0.38     0.00    61744     0.00     0.00  entityx::ComponentHandle<SpatialComponent, entityx::EntityManager>::operator->()
  0.00      0.38     0.00    61432     0.00     0.00  std::move_iterator<CollisionSystem::Candidate*>::base() const
  0.00      0.38     0.00    59211     0.00     0.00  entityx::EntityManager::ViewIterator<entityx::EntityManager::BaseView<false>::Iterator, false>::next()
  0.00      0.38     0.00    58742     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >*, std::vector<std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >, std::allocator<std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > > > >::operator*() const
  0.00      0.38     0.00    58644     0.00     0.00  __gnu_cxx::__normal_iterator<CollisionSystem::Candidate*, std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > >::operator*() const
  0.00      0.38     0.00    52069     0.00     0.00  entityx::ComponentHandle<SpatialComponent, entityx::EntityManager>::ComponentHandle(entityx::EntityManager*, entityx::Entity::Id)
  0.00      0.38     0.00    52045     0.00     0.00  entityx::ComponentHandle<SpatialComponent, entityx::EntityManager> entityx::EntityManager::component<SpatialComponent, void>(entityx::Entity::Id)
  0.00      0.38     0.00    52045     0.00     0.00  entityx::ComponentHandle<SpatialComponent, entityx::EntityManager> entityx::Entity::component<SpatialComponent, void>()
  0.00      0.38     0.00    51776     0.00     0.00  bool __gnu_cxx::operator!=<CollisionSystem::Candidate*, std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > >(__gnu_cxx::__normal_iterator<CollisionSystem::Candidate*, std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > > const&, __gnu_cxx::__normal_iterator<CollisionSystem::Candidate*, std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > > const&)
  0.00      0.38     0.00    51140     0.00     0.00  unsigned long entityx::EntityManager::component_family<TextureComponent>()
  0.00      0.38     0.00    51140     0.00     0.00  entityx::Component<TextureComponent>::family()
  0.00      0.38     0.00    49942     0.00     0.00  std::_Function_base::_M_empty() const
  0.00      0.38     0.00    49923     0.00     0.00  entityx::EntityManager::ViewIterator<entityx::EntityManager::BaseView<false>::Iterator, false>::operator!=(entityx::EntityManager::BaseView<false>::Iterator const&) const
  0.00      0.38     0.00    49923     0.00     0.00  std::_Any_data::_M_access() const
  0.00      0.38     0.00    46467     0.00     0.00  operator new(unsigned long, void*)
  0.00      0.38     0.00    42376     0.00     0.00  std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >::size() const
  0.00      0.38     0.00    42376     0.00     0.00  std::move_iterator<CollisionSystem::Candidate*>::move_iterator(CollisionSystem::Candidate*)
  0.00      0.38     0.00    42376     0.00     0.00  std::move_iterator<CollisionSystem::Candidate*> std::__make_move_if_noexcept_iterator<CollisionSystem::Candidate, std::move_iterator<CollisionSystem::Candidate*> >(CollisionSystem::Candidate*)
  0.00      0.38     0.00    40635     0.00     0.00  entityx::EntityManager::ViewIterator<entityx::EntityManager::BaseView<false>::Iterator, false>::operator*()
  0.00      0.38     0.00    40635     0.00     0.00  entityx::EntityManager::ViewIterator<entityx::EntityManager::BaseView<false>::Iterator, false>::operator++()
  0.00      0.38     0.00    40635     0.00     0.00  entityx::EntityManager::get(entityx::Entity::Id)
  0.00      0.38     0.00    40635     0.00     0.00  entityx::EntityManager::BaseView<false>::Iterator::next_entity(entityx::Entity&)
  0.00      0.38     0.00    38748     0.00     0.00  std::_Vector_base<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >::_M_get_Tp_allocator()
  0.00      0.38     0.00    38313     0.00     0.00  entityx::ComponentHandle<SpatialComponent, entityx::EntityManager>::get()
  0.00      0.38     0.00    37152     0.00     0.00  std::_Any_data::_M_access()
  0.00      0.38     0.00    33633     0.00     0.00  __gnu_cxx::__normal_iterator<CollisionSystem::Candidate*, std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> > >::operator++()
  0.00      0.38     0.00    33530     0.00     0.00  bool entityx::EntityManager::has_component<BodyComponent>(entityx::Entity::Id) const
  0.00      0.38     0.00    33528     0.00     0.00  BodyComponent* entityx::EntityManager::get_component_ptr<BodyComponent>(entityx::Entity::Id)
  0.00      0.38     0.00    33528     0.00     0.00  entityx::ComponentHandle<BodyComponent, entityx::EntityManager>::valid() const
  0.00      0.38     0.00    32948     0.00     0.00  CollisionSystem::Candidate const& std::forward<CollisionSystem::Candidate const&>(std::remove_reference<CollisionSystem::Candidate const&>::type&)
  0.00      0.38     0.00    32508     0.00     0.00  TextureComponent& std::forward<TextureComponent&>(std::remove_reference<TextureComponent&>::type&)
  0.00      0.38     0.00    31782     0.00     0.00  __gnu_cxx::new_allocator<CollisionSystem::Candidate>::max_size() const
  0.00      0.38     0.00    30716     0.00     0.00  bool std::operator==<CollisionSystem::Candidate*>(std::move_iterator<CollisionSystem::Candidate*> const&, std::move_iterator<CollisionSystem::Candidate*> const&)
  0.00      0.38     0.00    30716     0.00     0.00  bool std::operator!=<CollisionSystem::Candidate*>(std::move_iterator<CollisionSystem::Candidate*> const&, std::move_iterator<CollisionSystem::Candidate*> const&)
  0.00      0.38     0.00    30045     0.00     0.00  entityx::ComponentHandle<BodyComponent, entityx::EntityManager>::operator->()
  0.00      0.38     0.00    29057     0.00     0.00  unsigned long entityx::EntityManager::component_family<TileviewComponent>()
  0.00      0.38     0.00    29057     0.00     0.00  entityx::Component<TileviewComponent>::family()
  0.00      0.38     0.00    27876     0.00     0.00  __gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >::__normal_iterator(stella::graphics::Sprite** const&)
  0.00      0.38     0.00    27864     0.00     0.00  entityx::EntityManager::capacity() const
  0.00      0.38     0.00    22456     0.00     0.00  entityx::Entity::Id::operator==(entityx::Entity::Id const&) const
  0.00      0.38     0.00    22456     0.00     0.00  entityx::Entity::operator==(entityx::Entity const&) const
  0.00      0.38     0.00    22456     0.00     0.00  entityx::Entity::operator!=(entityx::Entity const&) const
  0.00      0.38     0.00    22083     0.00     0.00  unsigned long entityx::EntityManager::component_family<ParallaxComponent>()
  0.00      0.38     0.00    22083     0.00     0.00  entityx::Component<ParallaxComponent>::family()
  0.00      0.38     0.00    21188     0.00     0.00  std::_Vector_base<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >::_M_get_Tp_allocator() const
  0.00      0.38     0.00    21188     0.00     0.00  std::vector<CollisionSystem::Candidate, std::allocator<CollisionSystem::Candidate> >::max_size() const
  0.00      0.38     0.00    21188     0.00     0.00  std::allocator_traits<std::allocator<CollisionSystem::Candidate> >::max_size(std::allocator<CollisionSystem::Candidate> const&)
  0.00      0.38     0.00    21188     0.00     0.00  CollisionSystem::Candidate* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<CollisionSystem::Candidate*>, CollisionSystem::Candidate*>(std::move_iterator<CollisionSystem::Candidate*>, std::move_iterator<CollisionSystem::Candidate*>, CollisionSystem::Candidate*)
  0.00      0.38     0.00    21188     0.00     0.00  CollisionSystem::Candidate* std::uninitialized_copy<std::move_iterator<CollisionSystem::Candidate*>, CollisionSystem::Candidate*>(std::move_iterator<CollisionSystem::Candidate*>, std::move_iterator<CollisionSystem::Candidate*>, CollisionSystem::Candidate*)
  0.00      0.38     0.00    21188     0.00     0.00  CollisionSystem::Candidate* std::__uninitialized_copy_a<std::move_iterator<CollisionSystem::Candidate*>, CollisionSystem::Candidate*, CollisionSystem::Candidate>(std::move_iterator<CollisionSystem::Candidate*>, std::move_iterator<CollisionSystem::Candidate*>, CollisionSystem::Candidate*, std::allocator<CollisionSystem::Candidate>&)
  0.00      0.38     0.00    21188     0.00     0.00  CollisionSystem::Candidate* std::__uninitialized_move_if_noexcept_a<CollisionSystem::Candidate*, CollisionSystem::Candidate*, std::allocator<CollisionSystem::Candidate> >(CollisionSystem::Candidate*, CollisionSystem::Candidate*, CollisionSystem::Candidate*, std::allocator<CollisionSystem::Candidate>&)
  0.00      0.38     0.00    21039     0.00     0.00  std::bitset<64ul>::_M_check(unsigned long, char const*) const
